WP, 18, 2023121718, 01, CARQ,   0, 077N, 1271E,  35, 1002, XX,  34, NEQ,  180,   60,   60,  180, 1009,  150,  30,   0,   0,   W,   0,   X, 280,  10,    JELAWAT, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP182023, JTWC, NCEP_TCVITALS, 
WP, 18, 2023121718, 01, CARQ,   0, 077N, 1271E,  35, 1002, XX,  50, NEQ,    0,    0,    0,    0, 1009,  150,  30,   0,   0,   W,   0,   X, 280,  10,    JELAWAT, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP182023, JTWC, NCEP_TCVITALS, 
WP, 18, 2023121718, 01, CARQ,   0, 077N, 1271E,  35, 1002, XX,  64, NEQ,    0,    0,    0,    0, 1009,  150,  30,   0,   0,   W,   0,   X, 280,  10,    JELAWAT, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP182023, JTWC, NCEP_TCVITALS, 
WP, 18, 2023121718, 03, CTCX, 000,  80N, 1264E,  31, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 047
WP, 18, 2023121718, 03, CTCX, 006,  84N, 1251E,  33, 1006, XX,  34, NEQ, 0000, 0303, 0000, 0000,    0,    0, 087
WP, 18, 2023121718, 03, CTCX, 012,  85N, 1240E,  37, 1006, XX,  34, NEQ, 0174, 0000, 0000, 0000,    0,    0, 066
WP, 18, 2023121718, 03, CTCX, 018,  86N, 1224E,  32, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 018
WP, 18, 2023121718, 03, CTCX, 024,  85N, 1208E,  40, 1006, XX,  34, NEQ, 0022, 0000, 0000, 0021,    0,    0, 017
WP, 18, 2023121718, 03, CTCX, 030,  84N, 1197E,  39, 1007, XX,  34, NEQ, 0158, 0000, 0000, 0000,    0,    0, 026
WP, 18, 2023121718, 03, CTCX, 036,  88N, 1184E,  37, 1005, XX,  34, NEQ, 0042, 0000, 0000, 0000,    0,    0, 026
WP, 18, 2023121718, 03, CTCX, 042,  93N, 1172E,  39, 1005, XX,  34, NEQ, 0045, 0000, 0000, 0069,    0,    0, 021
WP, 18, 2023121718, 03, CTCX, 048,  95N, 1160E,  41, 1004, XX,  34, NEQ, 0083, 0000, 0000, 0047,    0,    0, 060
WP, 18, 2023121718, 03, CTCX, 054, 100N, 1150E,  43, 1003, XX,  34, NEQ, 0129, 0000, 0000, 0130,    0,    0, 024
WP, 18, 2023121718, 03, CTCX, 060, 103N, 1140E,  44, 1000, XX,  34, NEQ, 0121, 0008, 0019, 0069,    0,    0, 017
WP, 18, 2023121718, 03, CTCX, 066, 102N, 1134E,  43, 1000, XX,  34, NEQ, 0128, 0000, 0018, 0091,    0,    0, 017
WP, 18, 2023121718, 03, CTCX, 072,  97N, 1124E,  48, 1002, XX,  34, NEQ, 0163, 0000, 0000, 0081,    0,    0, 026
WP, 18, 2023121718, 03, CTCX, 078,  93N, 1117E,  39, 1003, XX,  34, NEQ, 0174, 0000, 0000, 0116,    0,    0, 091
WP, 18, 2023121718, 03, CTCX, 084,  88N, 1107E,  49, 1005, XX,  34, NEQ, 0162, 0000, 0000, 0183,    0,    0, 017
WP, 18, 2023121718, 03, CTCX, 090,  86N, 1103E,  44, 1004, XX,  34, NEQ, 0106, 0000, 0078, 0174,    0,    0, 023
WP, 18, 2023121718, 03, CTCX, 096,  80N, 1091E,  42, 1006, XX,  34, NEQ, 0154, 0000, 0000, 0187,    0,    0, 043
WP, 18, 2023121718, 03, CTCX, 102,  75N, 1078E,  38, 1008, XX,  34, NEQ, 0187, 0000, 0000, 0146,    0,    0, 063
WP, 18, 2023121718, 03, CTCX, 108,  63N, 1063E,  32, 1009, XX,  34, NEQ, 0121, 0000, 0000, 0000,    0,    0, 107
WP, 18, 2023121718, 03, CTCX, 114,  58N, 1053E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 095
WP, 18, 2023121718, 03, CTCX, 120,  51N, 1039E,  29, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 026
WP, 18, 2023121718, 03, CTCX, 126,  48N, 1028E,  29, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 077
WP, 18, 2023121800, 01, CARQ,  -6, 077N, 1271E,  35, 1002, XX,  34, NEQ,  180,   60,   60,  180, 1009,  150,  30,   0,   0,   W,   0,   X, 280,  10,    JELAWAT, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP182023, JTWC, NCEP_TCVITALS, 
WP, 18, 2023121800, 01, CARQ,   0, 071N, 1266E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1007,  170,  50,   0,   0,   W,   0,   X, 270,   8,    JELAWAT, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP182023, JTWC, NCEP_TCVITALS, 
WP, 18, 2023121800, 01, CARQ,   0, 071N, 1266E,  30, 1003, XX,  50, NEQ,    0,    0,    0,    0, 1007,  170,  50,   0,   0,   W,   0,   X, 270,   8,    JELAWAT, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP182023, JTWC, NCEP_TCVITALS, 
WP, 18, 2023121800, 01, CARQ,   0, 071N, 1266E,  30, 1003, XX,  64, NEQ,    0,    0,    0,    0, 1007,  170,  50,   0,   0,   W,   0,   X, 270,   8,    JELAWAT, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP182023, JTWC, NCEP_TCVITALS, 
WP, 18, 2023121800, 03, AC00, 000,  74N, 1264E,  35, 1007, XX,  34, NEQ, 0104, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 006,  80N, 1253E,  29, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 012,  84N, 1232E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 018,  88N, 1211E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 024,  89N, 1196E,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 030,  89N, 1183E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 036,  94N, 1166E,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 042,  95N, 1153E,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 048, 101N, 1147E,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 054, 103N, 1136E,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 060,  98N, 1126E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 066,  91N, 1119E,  34, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0226
WP, 18, 2023121800, 03, AC00, 072,  80N, 1110E,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0253
WP, 18, 2023121800, 03, AC00, 078,  77N, 1102E,  40, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0261
WP, 18, 2023121800, 03, AC00, 084,  71N, 1090E,  39, 1007, XX,  34, NEQ, 0267, 0000, 0090, 0184
WP, 18, 2023121800, 03, AC00, 090,  59N, 1078E,  34, 1007, XX,  34, NEQ, 0254, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 096,  50N, 1066E,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 102,  40N, 1056E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 108,  35N, 1045E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 114,  32N, 1040E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 120,  34N, 1028E,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 126,  33N, 1020E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 132,  50N, 1012E,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 138,  41N, 1001E,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 144,  48N,  985E,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 150,  48N,  965E,  26, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 156,  49N,  956E,  25, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 162,  57N,  967E,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 168,  69N,  983E,  24, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 174,  67N,  975E,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 180,  66N,  969E,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 186,  62N,  960E,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AC00, 192,  59N,  953E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 000,  74N, 1265E,  39, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 006,  81N, 1250E,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 012,  85N, 1233E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 018,  86N, 1215E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 024,  87N, 1197E,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 030,  91N, 1181E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 036,  93N, 1166E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 042,  94N, 1153E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 048,  96N, 1142E,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 054,  96N, 1135E,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 060,  94N, 1128E,  32, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 066,  90N, 1120E,  33, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 072,  85N, 1111E,  36, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 078,  78N, 1103E,  38, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 084,  70N, 1092E,  37, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 090,  63N, 1083E,  36, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 096,  53N, 1073E,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 102,  46N, 1065E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 108,  43N, 1059E,  30, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 114,  40N, 1052E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 120,  40N, 1044E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 126,  41N, 1039E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 132,  47N, 1036E,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AEMN, 138,  48N, 1031E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 000,  80N, 1262E,  34, 1007, XX,  34, NEQ, 0057, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 006,  86N, 1240E,  27, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 012,  86N, 1213E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 018,  77N, 1199E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 024,  71N, 1188E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 030,  68N, 1183E,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 036,  70N, 1183E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 042,  75N, 1179E,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 048,  81N, 1167E,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 054,  90N, 1158E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 060,  96N, 1146E,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 066,  94N, 1138E,  31, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 072,  99N, 1131E,  35, 1005, XX,  34, NEQ, 0160, 0000, 0000, 0247
WP, 18, 2023121800, 03, AP01, 078,  95N, 1124E,  39, 1000, XX,  34, NEQ, 0150, 0000, 0000, 0211
WP, 18, 2023121800, 03, AP01, 084,  88N, 1114E,  41, 1002, XX,  34, NEQ, 0054, 0000, 0000, 0200
WP, 18, 2023121800, 03, AP01, 090,  80N, 1106E,  41, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0221
WP, 18, 2023121800, 03, AP01, 096,  75N, 1101E,  41, 1000, XX,  34, NEQ, 0270, 0000, 0124, 0271
WP, 18, 2023121800, 03, AP01, 102,  72N, 1093E,  42,  999, XX,  34, NEQ, 0261, 0000, 0122, 0229
WP, 18, 2023121800, 03, AP01, 108,  67N, 1087E,  44, 1000, XX,  34, NEQ, 0328, 0000, 0086, 0231
WP, 18, 2023121800, 03, AP01, 114,  64N, 1084E,  35, 1001, XX,  34, NEQ, 0245, 0000, 0000, 0217
WP, 18, 2023121800, 03, AP01, 120,  65N, 1077E,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 126,  68N, 1072E,  36, 1000, XX,  34, NEQ, 0050, 0053, 0000, 0082
WP, 18, 2023121800, 03, AP01, 132,  75N, 1069E,  42, 1001, XX,  34, NEQ, 0261, 0051, 0000, 0098
WP, 18, 2023121800, 03, AP01, 138,  78N, 1063E,  50, 1000, XX,  34, NEQ, 0231, 0056, 0059, 0076
WP, 18, 2023121800, 03, AP01, 144,  82N, 1062E,  46, 1005, XX,  34, NEQ, 0157, 0000, 0000, 0052
WP, 18, 2023121800, 03, AP01, 150,  83N, 1053E,  35, 1007, XX,  34, NEQ, 0085, 0000, 0032, 0000
WP, 18, 2023121800, 03, AP01, 156,  79N, 1043E,  32, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 162,  77N, 1036E,  29, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 168,  77N, 1026E,  29, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 174,  78N, 1019E,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 180,  70N, 1008E,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 186,  66N, 1003E,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP01, 192,  64N,  996E,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 000,  73N, 1268E,  42, 1007, XX,  34, NEQ, 0134, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 006,  82N, 1259E,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 012,  87N, 1237E,  28, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 018,  91N, 1219E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 024,  95N, 1189E,  30, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 030,  97N, 1172E,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 036,  98N, 1161E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 042, 101N, 1149E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 048, 103N, 1137E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 054, 101N, 1127E,  32, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 060,  91N, 1120E,  41, 1005, XX,  34, NEQ, 0296, 0000, 0269, 0482
WP, 18, 2023121800, 03, AP02, 066,  79N, 1111E,  41, 1005, XX,  34, NEQ, 0563, 0000, 0251, 0426
WP, 18, 2023121800, 03, AP02, 072,  68N, 1105E,  38, 1007, XX,  34, NEQ, 0471, 0000, 0000, 0349
WP, 18, 2023121800, 03, AP02, 078,  63N, 1098E,  37, 1006, XX,  34, NEQ, 0255, 0000, 0000, 0285
WP, 18, 2023121800, 03, AP02, 084,  60N, 1087E,  36, 1007, XX,  34, NEQ, 0254, 0000, 0000, 0246
WP, 18, 2023121800, 03, AP02, 090,  54N, 1075E,  35, 1007, XX,  34, NEQ, 0357, 0000, 0000, 0247
WP, 18, 2023121800, 03, AP02, 096,  45N, 1063E,  30, 1008, XX,  34, NEQ, 0241, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 102,  34N, 1050E,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 108,  30N, 1034E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 114,  19N, 1023E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP02, 120,  16N, 1012E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 000,  72N, 1266E,  35, 1007, XX,  34, NEQ, 0113, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 006,  85N, 1253E,  32, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 012,  90N, 1235E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 018,  92N, 1218E,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 024,  93N, 1201E,  30, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 030,  95N, 1189E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 036,  90N, 1169E,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 042,  95N, 1160E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 048,  96N, 1145E,  29, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 054,  94N, 1130E,  30, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 060,  85N, 1121E,  30, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0260
WP, 18, 2023121800, 03, AP03, 066,  77N, 1108E,  33, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0270
WP, 18, 2023121800, 03, AP03, 072,  68N, 1092E,  39, 1009, XX,  34, NEQ, 0259, 0000, 0000, 0255
WP, 18, 2023121800, 03, AP03, 078,  56N, 1080E,  32, 1007, XX,  34, NEQ, 0308, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 084,  46N, 1066E,  30, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 090,  29N, 1050E,  29, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 096,  15N, 1040E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP03, 102,   6N, 1032E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 000,  81N, 1261E,  35, 1008, XX,  34, NEQ, 0000, 0145, 0000, 0000
WP, 18, 2023121800, 03, AP04, 006,  89N, 1238E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 012,  87N, 1216E,  30, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 018,  83N, 1197E,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 024,  81N, 1185E,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 030,  91N, 1171E,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 036,  99N, 1159E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 042, 102N, 1147E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 048, 104N, 1138E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 054, 108N, 1129E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 060, 105N, 1124E,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0180
WP, 18, 2023121800, 03, AP04, 066, 104N, 1119E,  36, 1004, XX,  34, NEQ, 0129, 0000, 0000, 0170
WP, 18, 2023121800, 03, AP04, 072,  97N, 1113E,  38, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0172
WP, 18, 2023121800, 03, AP04, 078,  89N, 1110E,  37, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0207
WP, 18, 2023121800, 03, AP04, 084,  81N, 1104E,  39, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0240
WP, 18, 2023121800, 03, AP04, 090,  73N, 1096E,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0252
WP, 18, 2023121800, 03, AP04, 096,  68N, 1089E,  31, 1009, XX,  34, NEQ, 0253, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 102,  64N, 1081E,  33, 1008, XX,  34, NEQ, 0191, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 108,  56N, 1070E,  33, 1008, XX,  34, NEQ, 0252, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 114,  46N, 1061E,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 120,  40N, 1051E,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP04, 126,  33N, 1043E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 000,  69N, 1266E,  35, 1007, XX,  34, NEQ, 0126, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 006,  82N, 1253E,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 012,  86N, 1234E,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 018,  84N, 1206E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 024,  86N, 1183E,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 030,  91N, 1168E,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 036,  95N, 1154E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 042,  99N, 1140E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 048,  97N, 1127E,  34, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 054,  93N, 1124E,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 060,  91N, 1122E,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 066,  93N, 1114E,  33, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2023121800, 03, AP05, 072,  90N, 1103E,  30, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
