EP, 97, 2016071018, 03, COTC, 000, 118N, 1041W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
EP, 97, 2016071018, 03, COTC, 006, 118N, 1055W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 099
EP, 97, 2016071018, 03, COTC, 012, 122N, 1061W,  25, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 082
EP, 97, 2016071018, 03, GFDN,   0, 128N, 1050W,  24, 1009
EP, 97, 2016071018, 03, GFDN,   6, 129N, 1058W,  25, 1007
EP, 97, 2016071018, 03, GFDN,  12, 133N, 1067W,  33, 1005
EP, 97, 2016071018, 03, GFDN,  18, 138N, 1076W,  42, 1004
EP, 97, 2016071018, 03, GFDN,  24, 138N, 1083W,  41, 1003
EP, 97, 2016071018, 03, GFDN,  30, 135N, 1092W,  46, 1000
EP, 97, 2016071018, 03, GFDN,  36, 134N, 1098W,  41, 1001
EP, 97, 2016071018, 03, GFDN,  42, 132N, 1104W,  50,  996
EP, 97, 2016071018, 03, GFDN,  48, 132N, 1111W,  53,  992
EP, 97, 2016071018, 03, GFDN,  54, 132N, 1119W,  52,  989
EP, 97, 2016071018, 03, GFDN,  60, 129N, 1128W,  58,  984
EP, 97, 2016071018, 03, GFDN,  66, 125N, 1137W,  61,  987
EP, 97, 2016071018, 03, GFDN,  72, 126N, 1144W,  56,  987
EP, 97, 2016071018, 03, GFDN,  78, 127N, 1153W,  61,  986
EP, 97, 2016071018, 03, GFDN,  84, 130N, 1160W,  57,  985
EP, 97, 2016071018, 03, GFDN,  90, 133N, 1169W,  58,  983
EP, 97, 2016071018, 03, GFDN,  96, 138N, 1178W,  64,  981
EP, 97, 2016071018, 03, GFDN, 102, 143N, 1184W,  73,  976
EP, 97, 2016071018, 03, GFDN, 108, 150N, 1192W,  75,  976
EP, 97, 2016071018, 03, GFDN, 114, 157N, 1200W,  73,  975
EP, 97, 2016071018, 03, GFDN, 120, 163N, 1207W,  74,  975
EP, 97, 2016071018, 03, GFDN, 126, 171N, 1213W,  66,  977
EP, 97, 2016071018, 03, NVGM, 000, 117N, 1042W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 145
