SH, 95, 2023123112, 03, AC00, 000, 208S,  389E,  31, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 006, 208S,  394E,  30, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 012, 214S,  411E,  32, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 018, 217S,  420E,  33,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 024, 219S,  433E,  34,  997, XX,  34, NEQ, 0000, 0000, 0044, 0000
SH, 95, 2023123112, 03, AC00, 030, 220S,  449E,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 036, 217S,  458E,  21, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 042, 215S,  484E,  30, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 048, 216S,  494E,  30, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 054, 211S,  497E,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 060, 205S,  500E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 066, 202S,  507E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 072, 203S,  516E,  22, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 078, 207S,  521E,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 084, 215S,  524E,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 090, 223S,  528E,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 096, 229S,  533E,  24, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 102, 231S,  537E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 108, 235S,  538E,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 114, 241S,  542E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 120, 245S,  549E,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 126, 244S,  551E,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 132, 247S,  550E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 138, 250S,  551E,  24, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 144, 255S,  553E,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 150, 252S,  545E,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AC00, 156, 243S,  529E,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 000, 208S,  389E,  35, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 006, 209S,  396E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 012, 214S,  409E,  32, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 018, 218S,  419E,  36,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 024, 220S,  432E,  36,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 030, 220S,  447E,  30, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 036, 218S,  457E,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 042, 215S,  466E,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 048, 215S,  474E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 054, 211S,  479E,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 060, 211S,  482E,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 066, 215S,  484E,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 072, 219S,  488E,  25, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 078, 222S,  493E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 084, 227S,  496E,  24, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 090, 231S,  499E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 096, 237S,  505E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 102, 237S,  509E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 108, 238S,  509E,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 114, 241S,  513E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 120, 245S,  521E,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 126, 244S,  527E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 132, 243S,  524E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 138, 259S,  547E,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 144, 257S,  554E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 150, 254S,  553E,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 156, 253S,  554E,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AEMN, 162, 248S,  553E,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 000, 208S,  393E,  36, 1001, XX,  34, NEQ, 0000, 0067, 0000, 0000
SH, 95, 2023123112, 03, AP01, 006, 211S,  396E,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 012, 211S,  413E,  35, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0101
SH, 95, 2023123112, 03, AP01, 018, 219S,  420E,  35,  998, XX,  34, NEQ, 0000, 0044, 0057, 0000
SH, 95, 2023123112, 03, AP01, 024, 220S,  433E,  35,  996, XX,  34, NEQ, 0094, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 030, 225S,  449E,  26,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 036, 222S,  455E,  25,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 042, 219S,  464E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 048, 217S,  472E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 054, 212S,  494E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 060, 208S,  508E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 066, 206S,  515E,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 072, 208S,  527E,  26, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 078, 209S,  534E,  27, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 084, 212S,  536E,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 090, 214S,  540E,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 096, 215S,  544E,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 102, 213S,  544E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 108, 218S,  544E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 114, 223S,  542E,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 120, 230S,  550E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 126, 231S,  554E,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 132, 240S,  558E,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 138, 246S,  571E,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 144, 251S,  581E,  21, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 95, 2023123112, 03, AP01, 150, 258S,  595E,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
