AL, 92, 2022060312, 03, AC00, 000, 310N,  688W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 006, 313N,  675W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 012, 313N,  661W,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 018, 313N,  648W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 024, 314N,  635W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 030, 318N,  620W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 036, 323N,  606W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 042, 328N,  593W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 048, 334N,  579W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 054, 340N,  564W,  21, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 060, 349N,  547W,  21, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AC00, 066, 363N,  529W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AEMN, 000, 310N,  688W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AEMN, 006, 313N,  675W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AEMN, 012, 314N,  660W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AEMN, 018, 316N,  648W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AEMN, 024, 317N,  635W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 92, 2022060312, 03, AEMN, 030, 320N,  621W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
