AL, 84, 2006030618, 01, CARQ, -24, 212N,  544W,  60,    0, HU,  34, AAA,    0,    0,    0,    0, 
AL, 84, 2006030618, 01, CARQ, -18, 214N,  551W,  60,    0, HU,  34, AAA,    0,    0,    0,    0, 
AL, 84, 2006030618, 01, CARQ, -12, 216N,  558W,  60,    0, HU,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 287,   7, 
AL, 84, 2006030618, 01, CARQ,  -6, 218N,  565W,  60,    0, HU,  34, AAA,    0,    0,    0,    0, 
AL, 84, 2006030618, 01, CARQ,   0, 220N,  572W,  65, 1009, HU,  34, NEQ,  125,  125,  125,  125, 1010,  150,  15,   0,   0,   L,   0,   X, 285,   7,       TEST, D, 
AL, 84, 2006030618, 01, CARQ,   0, 220N,  572W,  65, 1009, HU,  50, NEQ,   50,   50,   50,   50, 1010,  150,  15,   0,   0,   L,   0,   X, 285,   7,       TEST, D, 
AL, 84, 2006030618, 01, CARQ,   0, 220N,  572W,  65, 1009, HU,  64, NEQ,   15,   15,   15,   15, 1010,  150,  15,   0,   0,   L,   0,   X, 285,   7,       TEST, D, 
AL, 84, 2006030618, 03, A90E,   0, 220N,  572W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E,  12, 226N,  576W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E,  24, 241N,  562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E,  36, 273N,  531W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E,  48, 309N,  480W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E,  60, 332N,  426W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E,  72, 358N,  373W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E,  84, 388N,  327W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E,  96, 425N,  294W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E, 108, 470N,  249W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A90E, 120, 496N,  148W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,   0, 220N,  572W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,  12, 226N,  576W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,  24, 241N,  562W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,  36, 273N,  530W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,  48, 307N,  480W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,  60, 328N,  427W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,  72, 351N,  376W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,  84, 377N,  334W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E,  96, 419N,  309W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E, 108, 472N,  279W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, A98E, 120, 519N,  201W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD,  12, 233N,  489W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD,  24, 245N,  426W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD,  36, 247N,  381W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD,  48, 227N,  353W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD,  60, 194N,  333W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD,  72, 163N,  312W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD,  84, 138N,  290W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD,  96, 118N,  274W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD, 108, 104N,  262W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMD, 120,  96N,  256W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM,  12, 227N,  523W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM,  24, 241N,  487W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM,  36, 253N,  459W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM,  48, 260N,  449W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM,  60, 270N,  447W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM,  72, 308N,  444W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM,  84, 372N,  432W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM,  96, 445N,  420W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM, 108, 491N,  408W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMM, 120, 514N,  386W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMS,  12, 229N,  554W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMS,  24, 241N,  540W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMS,  36, 254N,  534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMS,  48, 282N,  533W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 84, 2006030618, 03, BAMS,  60, 338N,  525W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
