EP, 04, 2023071912, 01, CARQ, -24, 100N, 1089W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 04, 2023071912, 01, CARQ, -18, 103N, 1098W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 04, 2023071912, 01, CARQ, -12, 106N, 1107W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 290,  10,     INVEST,  , 
EP, 04, 2023071912, 01, CARQ,  -6, 110N, 1118W,  30,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 04, 2023071912, 01, CARQ,   0, 114N, 1130W,  30, 1007, DB,  34, NEQ,    0,    0,    0,    0, 1009,  150,  90,   0,   0,   E,   0,   X, 285,  11,     INVEST, S, 
EP, 04, 2023071912, 01, CARQ,   0, 114N, 1130W,  30, 1007, DB,  50, NEQ,    0,    0,    0,    0, 1009,  150,  90,   0,   0,   E,   0,   X, 285,  11,     INVEST, S, 
EP, 04, 2023071912, 01, CARQ,   0, 114N, 1130W,  30, 1007, DB,  64, NEQ,    0,    0,    0,    0, 1009,  150,  90,   0,   0,   E,   0,   X, 285,  11,     INVEST, S, 
EP, 04, 2023071912, 03, AC00,   0, 114N, 1131W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,   6, 118N, 1145W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  12, 120N, 1159W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  18, 124N, 1172W,  34, 1009, XX,  34, NEQ,  118,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  24, 129N, 1178W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  30, 138N, 1186W,  37, 1009, XX,  34, NEQ,  101,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  36, 142N, 1205W,  31, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  42, 141N, 1220W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  48, 143N, 1228W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  54, 149N, 1235W,  28, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  60, 155N, 1243W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  66, 158N, 1258W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 04, 2023071912, 03, AC00,  72, 158N, 1271W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
