AL, 79, 2022062400, 03, AC00, 000,  69N,  245W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 000,  70N,  253W,  25, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 006,  70N,  267W,  21, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 012,  72N,  280W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 018,  76N,  292W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 024,  78N,  306W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 030,  76N,  323W,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 036,  76N,  337W,  25, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 042,  76N,  351W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 048,  78N,  367W,  26, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 054,  80N,  383W,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 060,  82N,  400W,  29, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 066,  82N,  418W,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 072,  83N,  436W,  33, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 078,  83N,  455W,  34, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 084,  85N,  472W,  34, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 090,  89N,  488W,  36, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 096,  94N,  506W,  36, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 102,  98N,  528W,  35, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 108, 102N,  546W,  36, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 114, 107N,  565W,  37, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 120, 109N,  583W,  39, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 126, 113N,  601W,  40, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 132, 118N,  618W,  41, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 138, 124N,  636W,  42, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 144, 128N,  653W,  41, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 150, 131N,  671W,  43, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 156, 134N,  691W,  46, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 162, 139N,  702W,  45,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 168, 143N,  716W,  47,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 174, 146N,  732W,  48,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 180, 150N,  746W,  48,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 186, 155N,  759W,  48,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AEMN, 192, 159N,  769W,  47,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 000,  66N,  248W,  22, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 006,  65N,  272W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 012,  67N,  290W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 018,  68N,  315W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 024,  74N,  325W,  24, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 030,  75N,  335W,  25, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 036,  74N,  350W,  22, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 042,  72N,  366W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 048,  78N,  375W,  25, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 054,  84N,  389W,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 060,  87N,  408W,  32, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 066,  89N,  429W,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 072,  86N,  445W,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 078,  87N,  466W,  43, 1004, XX,  34, NEQ, 0142, 0000, 0000, 0057
AL, 79, 2022062400, 03, AP01, 084,  84N,  483W,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 090,  93N,  496W,  40, 1004, XX,  34, NEQ, 0052, 0000, 0000, 0077
AL, 79, 2022062400, 03, AP01, 096, 100N,  516W,  44, 1004, XX,  34, NEQ, 0133, 0000, 0000, 0095
AL, 79, 2022062400, 03, AP01, 102,  97N,  542W,  38, 1001, XX,  34, NEQ, 0167, 0000, 0000, 0078
AL, 79, 2022062400, 03, AP01, 108,  99N,  559W,  40, 1002, XX,  34, NEQ, 0049, 0000, 0000, 0069
AL, 79, 2022062400, 03, AP01, 114, 101N,  575W,  44,  998, XX,  34, NEQ, 0087, 0032, 0000, 0063
AL, 79, 2022062400, 03, AP01, 120, 102N,  589W,  47,  997, XX,  34, NEQ, 0244, 0000, 0039, 0086
AL, 79, 2022062400, 03, AP01, 126, 105N,  603W,  47,  994, XX,  34, NEQ, 0067, 0053, 0034, 0066
AL, 79, 2022062400, 03, AP01, 132, 110N,  614W,  46,  996, XX,  34, NEQ, 0069, 0000, 0034, 0062
AL, 79, 2022062400, 03, AP01, 138, 116N,  628W,  45,  996, XX,  34, NEQ, 0069, 0057, 0040, 0064
AL, 79, 2022062400, 03, AP01, 144, 120N,  640W,  44,  996, XX,  34, NEQ, 0093, 0060, 0000, 0066
AL, 79, 2022062400, 03, AP01, 150, 124N,  655W,  48,  995, XX,  34, NEQ, 0091, 0060, 0000, 0053
AL, 79, 2022062400, 03, AP01, 156, 129N,  669W,  56,  993, XX,  34, NEQ, 0093, 0059, 0043, 0068
AL, 79, 2022062400, 03, AP01, 156, 129N,  669W,  56,  993, XX,  50, NEQ, 0048, 0000, 0000, 0000
AL, 79, 2022062400, 03, AP01, 162, 135N,  684W,  49,  990, XX,  34, NEQ, 0087, 0059, 0035, 0064
AL, 79, 2022062400, 03, AP01, 168, 138N,  696W,  56,  987, XX,  34, NEQ, 0101, 0050, 0042, 0103
AL, 79, 2022062400, 03, AP01, 168, 138N,  696W,  56,  987, XX,  50, NEQ, 0046, 0000, 0000, 0044
AL, 79, 2022062400, 03, AP01, 174, 141N,  709W,  70,  978, XX,  34, NEQ, 0099, 0083, 0045, 0090
