CP, 81, 2005072906, 01, CARQ, -24, 170N, 1448W,  75,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 81, 2005072906, 01, CARQ, -18, 170N, 1457W,  75,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 81, 2005072906, 01, CARQ, -12, 170N, 1466W,  90,    0, HU,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 270,   9, 
CP, 81, 2005072906, 01, CARQ,  -6, 170N, 1475W,  90,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 81, 2005072906, 01, CARQ,   0, 170N, 1487W, 100,  960, HU,  34, NEQ,  140,  100,  100,  140, 1008,  150,   0,   0,   0,   C,   0,   X, 270,  10,    MATSUDA, D, 
CP, 81, 2005072906, 01, CARQ,   0, 170N, 1487W, 100,  960, HU,  50, NEQ,   90,   60,   60,   90, 1008,  150,   0,   0,   0,   C,   0,   X, 270,  10,    MATSUDA, D, 
CP, 81, 2005072906, 01, CARQ,   0, 170N, 1487W, 100,  960, HU,  64, NEQ,   55,   35,   35,   55, 1008,  150,   0,   0,   0,   C,   0,   X, 270,  10,    MATSUDA, D, 
CP, 81, 2005072906, 03, BAMD,  12, 180N, 1506W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD,  24, 192N, 1524W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD,  36, 206N, 1541W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD,  48, 219N, 1557W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD,  60, 232N, 1573W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD,  72, 247N, 1590W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD,  84, 263N, 1603W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD,  96, 282N, 1615W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD, 108, 304N, 1616W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMD, 120, 331N, 1587W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM,  12, 171N, 1511W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM,  24, 175N, 1535W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM,  36, 180N, 1558W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM,  48, 186N, 1580W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM,  60, 194N, 1605W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM,  72, 204N, 1630W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM,  84, 215N, 1654W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM,  96, 228N, 1677W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM, 108, 240N, 1696W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMM, 120, 252N, 1711W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS,  12, 169N, 1517W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS,  24, 168N, 1545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS,  36, 169N, 1571W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS,  48, 170N, 1597W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS,  60, 172N, 1625W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS,  72, 177N, 1654W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS,  84, 181N, 1682W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS,  96, 183N, 1709W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS, 108, 186N, 1737W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, BAMS, 120, 188N, 1763W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLIP,  12, 171N, 1508W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLIP,  24, 173N, 1529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLIP,  36, 175N, 1551W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLIP,  48, 178N, 1570W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLIP,  60, 180N, 1584W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLIP,  72, 181N, 1600W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLP5,  12, 171N, 1508W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLP5,  24, 172N, 1530W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLP5,  36, 175N, 1551W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2005072906, 03, CLP5,  48, 178N, 1574W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
