WP, 02, 2024053100, 01, CARQ,   0, 197N, 1128E,  25, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1008,  125,  60,   0,   0,   W,   0,   X,    ,   8,        TWO, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP022024, JTWC, NCEP_TCVITALS, 
WP, 02, 2024053100, 01, CARQ,   0, 197N, 1128E,  25, 1002, XX,  50, NEQ,    0,    0,    0,    0, 1008,  125,  60,   0,   0,   W,   0,   X,    ,   8,        TWO, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP022024, JTWC, NCEP_TCVITALS, 
WP, 02, 2024053100, 01, CARQ,   0, 197N, 1128E,  25, 1002, XX,  64, NEQ,    0,    0,    0,    0, 1008,  125,  60,   0,   0,   W,   0,   X,    ,   8,        TWO, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP022024, JTWC, NCEP_TCVITALS, 
WP, 02, 2024053100, 03, AC00, 000, 194N, 1123E,  32, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 006, 206N, 1119E,  34, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 012, 207N, 1116E,  32, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 018, 216N, 1116E,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 024, 228N, 1121E,  34, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 030, 237N, 1125E,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 036, 242N, 1129E,  20, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 042, 251N, 1142E,  11, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 048, 255N, 1154E,  11, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 054, 257N, 1164E,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 060, 280N, 1170E,  10, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 066, 289N, 1168E,   7, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AC00, 072, 287N, 1168E,   4, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 000, 189N, 1122E,  38, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 006, 202N, 1121E,  37,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 012, 210N, 1117E,  34, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 018, 217N, 1115E,  33, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 024, 225N, 1118E,  32, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 030, 234N, 1122E,  26, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 036, 238N, 1127E,  20, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 042, 245N, 1137E,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2024053100, 03, AEMN, 048, 248N, 1149E,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
