WP, 02, 2019021906, 03, COTC, 000,  38N, 1587E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 091
WP, 02, 2019021906, 03, NVGM, 000,  43N, 1584E,  30, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 148
WP, 02, 2019021906, 03, NVGM, 006,  44N, 1570E,  36, 1003, XX,  34, NEQ, 0113, 0000, 0000, 0109,    0,    0, 101
WP, 02, 2019021906, 03, NVGM, 012,  41N, 1557E,  38,  999, XX,  34, NEQ, 0090, 0000, 0000, 0132,    0,    0, 085
WP, 02, 2019021906, 03, NVGM, 018,  39N, 1551E,  38, 1000, XX,  34, NEQ, 0169, 0100, 0121, 0069,    0,    0, 085
WP, 02, 2019021906, 03, NVGM, 024,  44N, 1548E,  43,  995, XX,  34, NEQ, 0148, 0153, 0147, 0081,    0,    0, 082
WP, 02, 2019021906, 03, NVGM, 030,  50N, 1541E,  51,  995, XX,  34, NEQ, 0191, 0121, 0183, 0038,    0,    0, 065
WP, 02, 2019021906, 03, NVGM, 030,  50N, 1541E,  51,  995, XX,  50, NEQ, 0073, 0000, 0000, 0000,    0,    0, 065
WP, 02, 2019021906, 03, NVGM, 036,  56N, 1532E,  55,  990, XX,  34, NEQ, 0150, 0161, 0110, 0150,    0,    0, 062
WP, 02, 2019021906, 03, NVGM, 036,  56N, 1532E,  55,  990, XX,  50, NEQ, 0090, 0075, 0000, 0082,    0,    0, 062
WP, 02, 2019021906, 03, NVGM, 042,  63N, 1522E,  60,  990, XX,  34, NEQ, 0140, 0179, 0231, 0205,    0,    0, 050
WP, 02, 2019021906, 03, NVGM, 042,  63N, 1522E,  60,  990, XX,  50, NEQ, 0124, 0083, 0094, 0086,    0,    0, 050
WP, 02, 2019021906, 03, NVGM, 048,  71N, 1513E,  65,  985, XX,  34, NEQ, 0224, 0143, 0205, 0149,    0,    0, 056
WP, 02, 2019021906, 03, NVGM, 048,  71N, 1513E,  65,  985, XX,  50, NEQ, 0114, 0087, 0090, 0054,    0,    0, 056
WP, 02, 2019021906, 03, NVGM, 048,  71N, 1513E,  65,  985, XX,  64, NEQ, 0000, 0058, 0000, 0000,    0,    0, 056
WP, 02, 2019021906, 03, NVGM, 054,  77N, 1502E,  72,  986, XX,  34, NEQ, 0105, 0110, 0141, 0130,    0,    0, 044
WP, 02, 2019021906, 03, NVGM, 054,  77N, 1502E,  72,  986, XX,  50, NEQ, 0121, 0076, 0109, 0044,    0,    0, 044
WP, 02, 2019021906, 03, NVGM, 054,  77N, 1502E,  72,  986, XX,  64, NEQ, 0000, 0051, 0044, 0000,    0,    0, 044
WP, 02, 2019021906, 03, NVGM, 060,  84N, 1493E,  71,  980, XX,  34, NEQ, 0230, 0115, 0187, 0135,    0,    0, 040
WP, 02, 2019021906, 03, NVGM, 060,  84N, 1493E,  71,  980, XX,  50, NEQ, 0098, 0092, 0095, 0052,    0,    0, 040
WP, 02, 2019021906, 03, NVGM, 060,  84N, 1493E,  71,  980, XX,  64, NEQ, 0046, 0060, 0056, 0070,    0,    0, 040
WP, 02, 2019021906, 03, NVGM, 066,  91N, 1482E,  76,  980, XX,  34, NEQ, 0235, 0135, 0160, 0235,    0,    0, 026
