CP, 89, 2005071218, 01, CARQ, -24, 170N, 1449W,  80,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 89, 2005071218, 01, CARQ, -18, 170N, 1459W,  80,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 89, 2005071218, 01, CARQ, -12, 170N, 1468W,  90,    0, HU,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 273,  11, 
CP, 89, 2005071218, 01, CARQ,  -6, 171N, 1481W,  90,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 89, 2005071218, 01, CARQ,   0, 172N, 1495W,  95,  987, HU,  34, NEQ,   70,   50,   50,   70, 1008,  150,   5,   0,   0,   C,   0,   X, 275,  11,   BIRCHARD, D, 
CP, 89, 2005071218, 01, CARQ,   0, 172N, 1495W,  95,  987, HU,  50, NEQ,   50,   25,   25,   50, 1008,  150,   5,   0,   0,   C,   0,   X, 275,  11,   BIRCHARD, D, 
CP, 89, 2005071218, 01, CARQ,   0, 172N, 1495W,  95,  987, HU,  64, NEQ,   20,   10,   15,   20, 1008,  150,   5,   0,   0,   C,   0,   X, 275,  11,   BIRCHARD, D, 
CP, 89, 2005071218, 03, BAMD,  12, 167N, 1504W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 89, 2005071218, 03, BAMD,  24, 163N, 1513W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 89, 2005071218, 03, BAMD,  36, 161N, 1520W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 89, 2005071218, 03, BAMD,  48, 160N, 1524W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 89, 2005071218, 03, BAMD,  60, 161N, 1528W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 89, 2005071218, 03, BAMD,  72, 165N, 1534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 89, 2005071218, 03, BAMD,  84, 168N, 1541W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
