WP, 28, 2019111218, 03, AC00, 000, 121N, 1295E,  24, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 006, 125N, 1287E,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 012, 132N, 1276E,  25, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 018, 134N, 1263E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 024, 139N, 1249E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 030, 147N, 1243E,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0231
WP, 28, 2019111218, 03, AC00, 036, 156N, 1236E,  36, 1003, XX,  34, NEQ, 0175, 0000, 0000, 0176
WP, 28, 2019111218, 03, AC00, 042, 161N, 1231E,  39, 1004, XX,  34, NEQ, 0218, 0000, 0000, 0249
WP, 28, 2019111218, 03, AC00, 048, 162N, 1228E,  36, 1001, XX,  34, NEQ, 0142, 0000, 0000, 0137
WP, 28, 2019111218, 03, AC00, 054, 163N, 1227E,  33, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 060, 169N, 1226E,  31, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 066, 172N, 1224E,  33, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 072, 175N, 1219E,  33, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 078, 176N, 1207E,  32, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 084, 179N, 1201E,  30, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 090, 176N, 1195E,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 096, 179N, 1191E,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 102, 184N, 1188E,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 108, 188N, 1184E,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 114, 189N, 1181E,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 120, 188N, 1179E,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 28, 2019111218, 03, AC00, 126, 189N, 1174E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
