CP, 84, 2005071018, 01, CARQ, -24, 170N, 1449W,  35,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 84, 2005071018, 01, CARQ, -18, 170N, 1457W,  35,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 84, 2005071018, 01, CARQ, -12, 170N, 1467W,  70,    0, HU,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 270,   9, 
CP, 84, 2005071018, 01, CARQ,  -6, 170N, 1475W,  70,    0, HU,  34, AAA,    0,    0,    0,    0, 
CP, 84, 2005071018, 01, CARQ,   0, 170N, 1487W,  80,  988, HU,  34, NEQ,  120,  120,  120,  120, 1008,  150,  20,   0,   0,   C,   0,   X, 270,  10,        BOB, D, 
CP, 84, 2005071018, 01, CARQ,   0, 170N, 1487W,  80,  988, HU,  50, NEQ,   60,   60,   60,   60, 1008,  150,  20,   0,   0,   C,   0,   X, 270,  10,        BOB, D, 
CP, 84, 2005071018, 01, CARQ,   0, 170N, 1487W,  80,  988, HU,  64, NEQ,   30,   30,   30,   30, 1008,  150,  20,   0,   0,   C,   0,   X, 270,  10,        BOB, D, 
CP, 84, 2005071018, 03, BAMD,  12, 170N, 1492W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD,  24, 168N, 1496W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD,  36, 167N, 1502W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD,  48, 166N, 1509W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD,  60, 166N, 1515W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD,  72, 165N, 1519W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD,  84, 164N, 1521W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD,  96, 162N, 1520W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD, 108, 165N, 1517W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMD, 120, 174N, 1515W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMM,  12, 172N, 1502W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 84, 2005071018, 03, BAMM,  24, 173N, 1517W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
