IO, 99, 2022081800, 01, CARQ,   0, 189N, 0934E,  25,  994, XX,  34, NEQ,    0,    0,    0,    0,  996,   80,  35,   0,   0,   B,   0,   X, 305,   8,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO992022, JTWC, NCEP_TCVITALS, 
IO, 99, 2022081800, 01, CARQ,   0, 189N, 0934E,  25,  994, XX,  50, NEQ,    0,    0,    0,    0,  996,   80,  35,   0,   0,   B,   0,   X, 305,   8,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO992022, JTWC, NCEP_TCVITALS, 
IO, 99, 2022081800, 01, CARQ,   0, 189N, 0934E,  25,  994, XX,  64, NEQ,    0,    0,    0,    0,  996,   80,  35,   0,   0,   B,   0,   X, 305,   8,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO992022, JTWC, NCEP_TCVITALS, 
IO, 99, 2022081800, 03, AC00, 000, 191N,  932E,  37,  998, XX,  34, NEQ, 0000, 0039, 0000, 0000
IO, 99, 2022081800, 03, AC00, 006, 194N,  924E,  31,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 012, 199N,  915E,  30,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 018, 199N,  908E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 024, 202N,  904E,  36,  993, XX,  34, NEQ, 0053, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 030, 208N,  892E,  33,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 036, 211N,  883E,  31,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 042, 215N,  875E,  29,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 048, 217N,  864E,  22,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 054, 220N,  855E,  20,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 060, 224N,  844E,  16,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 99, 2022081800, 03, AC00, 066, 226N,  835E,  15,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
